,time_in_sec,Acceleration_vertical_axis(in G),Acceleration_lateral_axis(in G),id_of_antenna_reading,signal_strength_indicator(RSSI),Phase,Frequency,target
10234,427.1,-0.19751,0.15736,3,-49.5,4.7185,921.75,3
10235,427.25,-0.036746,-0.059296,4,-65.5,1.5999,925.75,3
10236,427.53,-0.036746,-0.059296,4,-63.0,4.3427,922.75,3
10237,427.63,-0.036746,-0.059296,3,-49.5,5.0146,921.25,3
10238,427.75,-0.048229,-0.025087,4,-62.5,5.7678,921.25,3
10239,428.0,-0.025263,-0.013684,4,-64.5,5.5975,924.75,3
10240,428.25,-0.025263,-0.013684,3,-52.0,0.041417,924.25,3
10241,428.5,-0.025263,-0.013684,3,-49.5,5.3398,920.75,3
10242,428.63,-0.036746,-0.047893,3,-49.0,5.349,920.75,3
10243,428.75,-0.036746,-0.03649,4,-63.5,3.8626,923.25,3
10244,429.0,-0.036746,-0.03649,4,-64.5,5.1695,925.25,3
10245,429.5,-0.14009000000000002,0.08894400000000001,3,-49.5,4.8121,921.75,3
10246,429.65,-0.14009000000000002,0.08894400000000001,4,-62.5,2.1522,921.75,3
10247,430.0,-0.01378,-0.013684,3,-50.5,4.1402,922.75,3
10248,430.25,-0.036746,-0.013684,3,-49.5,5.7248,920.25,3
10249,430.75,-0.036746,-0.03649,4,-64.5,6.05,924.25,3
10250,431.0,-0.036746,-0.03649,3,-51.0,0.67495,923.25,3
10251,431.08,-0.036746,-0.03649,4,-63.5,0.7378399999999999,923.25,3
10252,431.25,-0.036746,-0.03649,4,-62.5,4.7814,922.25,3
10253,432.25,-0.048229,-0.025087,3,-50.0,1.0799,922.75,3
10254,432.5,-0.036746,-0.03649,4,-62.5,5.7264,921.25,3
10255,433.0,-0.048229,-0.025087,4,-64.5,6.0147,924.25,3
10256,433.25,-0.048229,-0.025087,3,-49.5,5.417999999999998,920.75,3
10257,433.5,-0.025263,-0.047893,4,-63.5,0.7225,923.25,3
10258,433.75,-0.19751,0.13456,4,-65.5,2.0295,925.25,3
10259,434.25,-0.19751,0.13456,4,-64.0,0.2485,923.75,3
10260,434.38,-0.19751,0.13456,4,-63.0,5.2984,921.75,3
10261,434.75,-0.036746,-0.03649,3,-50.5,4.1341,922.75,3
10262,434.88,-0.036746,-0.03649,3,-49.0,5.0667,921.25,3
10263,435.0,-0.025263,-0.059296,4,-63.0,5.7570000000000014,921.25,3
10264,435.5,-0.17454,0.10035,4,-64.0,5.981,924.25,3
10265,435.75,-0.17454,0.10035,4,-63.0,3.0894,920.75,3
10266,436.0,-0.17454,0.10035,3,-51.0,0.6918300000000001,923.25,3
10267,436.1,-0.025263,-0.025087,4,-62.5,1.6582,922.25,3
10268,436.25,-0.025263,-0.025087,3,-53.0,5.8153,925.25,3
10269,436.75,-0.048229,-0.013684,3,-51.5,0.36049,923.75,3
10270,436.88,-0.036746,-0.047893,3,-49.5,4.7262,921.75,3
10271,437.25,-0.07119600000000001,0.0091224,3,-50.5,4.1341,922.75,3
10272,437.35,-0.07119600000000001,0.0091224,4,-63.0,4.3565,922.75,3
10273,437.5,-0.036746,-0.047893,4,-63.0,5.7647,921.25,3
10274,437.75,-0.036746,-0.047893,3,-49.5,5.7095,920.25,3
10275,438.0,-0.025263,-0.025087,4,-64.0,6.004,924.25,3
10276,438.25,-0.025263,-0.025087,4,-63.0,6.2111,920.75,3
10277,438.35,-0.025263,-0.025087,3,-51.5,3.792,923.25,3
10278,438.75,-0.082679,0.043332,4,-64.5,5.1496,925.25,3
10279,439.0,-0.01378,-0.03649,4,-64.0,0.25464000000000003,923.75,3
10280,439.5,-0.11713,0.031928,3,-50.5,4.1141,922.75,3
10281,439.75,-0.14009000000000002,0.077541,3,-49.5,5.0407,921.25,3
10282,440.0,-0.15158,0.08894400000000001,3,-49.0,5.711,920.25,3
10283,440.08,-0.15158,0.08894400000000001,3,-49.0,5.7217,920.25,3
10284,440.13,-0.15158,0.08894400000000001,4,-63.0,0.5507,920.25,3
10285,440.75,-0.20899,0.14595999999999998,3,-49.0,5.4027,920.75,3
10286,441.0,-0.24344,0.14595999999999998,3,-51.0,0.68262,923.25,3
10287,441.08,-0.24344,0.14595999999999998,3,-50.0,4.4271,922.25,3
10288,441.25,-0.036746,-0.03649,4,-63.0,4.8351,922.25,3
10289,441.75,-0.025263,-0.03649,4,-63.0,2.1399,921.75,3
10290,442.0,-0.025263,-0.03649,4,-65.0,4.8029,925.75,3
10291,442.5,-0.048229,-0.03649,4,-63.5,0.50468,920.25,3
10292,443.0,-0.036746,-0.047893,3,-49.0,5.3628,920.75,3
10293,443.25,-0.059712,-0.0022806,4,-63.5,3.8917,923.25,3
10294,443.5,-0.059712,-0.0022806,4,-63.0,4.8044,922.25,3
10295,443.6,-0.059712,-0.0022806,4,-65.0,5.1956,925.25,3
10296,444.0,-0.22048,0.16876,4,-63.0,5.2861,921.75,3
10297,444.5,-0.036746,-0.013684,3,-50.5,4.0927,922.75,3
10298,444.6,-0.036746,-0.013684,4,-63.0,4.3764,922.75,3
10299,444.75,-0.14009000000000002,0.077541,3,-49.0,5.0545,921.25,3
10300,445.25,-0.048229,-0.03649,4,-64.0,2.5219,924.75,3
10301,445.5,-0.048229,-0.03649,4,-64.0,6.0976,924.25,3
10302,445.75,-0.036746,-0.070699,3,-51.0,3.8012,923.25,3
10303,445.85,-0.036746,-0.070699,4,-63.0,3.9024,923.25,3
10304,445.93,-0.036746,-0.070699,4,-62.5,1.7165,922.25,3
10305,446.5,-0.19751,0.11175,3,-49.5,4.7492,921.75,3
10306,446.6,-0.19751,0.11175,4,-62.5,2.1353,921.75,3
10307,447.0,-0.036746,-0.0022806,4,-63.0,4.309,922.75,3
10308,447.1,-0.036746,-0.0022806,3,-49.5,5.0529,921.25,3
10309,447.25,-0.14009000000000002,0.077541,3,-49.0,5.7325,920.25,3
10310,447.75,-0.18603,0.12315,4,-64.0,6.0623,924.25,3
10311,448.0,-0.18603,0.12315,4,-63.5,6.2786,920.75,3
10312,448.25,-0.025263,-0.059296,3,-51.0,0.66268,923.25,3
10313,448.5,-0.048229,-0.047893,3,-50.0,4.4194,922.25,3
10314,448.75,-0.059712,-0.013684,3,-49.0,4.783,921.75,3
10315,449.0,-0.025263,-0.03649,3,-49.5,4.7615,921.75,3
10316,449.13,-0.025263,-0.03649,3,-53.0,5.5714,925.75,3
10317,449.25,-0.025263,-0.03649,4,-65.0,1.5892,925.75,3
10318,449.5,-0.025263,-0.03649,3,-50.5,4.1325,922.75,3
10319,449.63,-0.025263,-0.03649,3,-49.0,5.0913,921.25,3
10320,449.68,-0.025263,-0.03649,4,-63.0,5.7125,921.25,3
10321,449.75,-0.025263,-0.03649,3,-49.0,5.7402,920.25,3
10322,449.8,-0.036746,-0.047893,3,-49.5,5.7402,920.25,3
10323,450.0,-0.048229,-0.03649,4,-64.5,5.5776,924.75,3
10324,450.5,-0.036746,-0.059296,4,-63.5,6.2663,920.75,3
10325,450.58,-0.036746,-0.059296,4,-63.5,0.74551,923.25,3
10326,450.75,-0.036746,-0.059296,3,-49.5,4.4378,922.25,3
10327,451.25,-0.036746,-0.047893,4,-63.5,0.2347,923.75,3
10328,451.5,-0.025263,-0.059296,4,-62.5,5.2477,921.75,3
10329,451.75,-0.15158,0.08894400000000001,3,-50.5,4.1356,922.75,3
10330,452.0,-0.15158,0.08894400000000001,4,-63.0,2.5771,921.25,3
10331,452.25,-0.036746,-0.047893,3,-49.5,5.777,920.25,3
10332,452.35,-0.036746,-0.047893,4,-63.5,3.6064,920.25,3
10333,452.75,-0.15158,0.054735,4,-64.5,6.0669,924.25,3
10334,452.85,-0.15158,0.054735,4,-63.5,6.2632,920.75,3
10335,453.25,-0.036746,-0.047893,3,-49.5,4.4501,922.25,3
10336,453.35,-0.036746,-0.047893,4,-63.0,4.8121,922.25,3
10337,453.5,-0.036746,-0.03649,4,-64.5,0.26078,923.75,3
10338,454.5,-0.048229,-0.047893,3,-49.5,5.0713,921.25,3
10339,454.75,-0.082679,0.020525,4,-63.5,0.52769,920.25,3
10340,455.25,-0.036746,-0.03649,3,-49.5,5.4057,920.75,3
10341,455.5,-0.11713,0.054735,3,-51.0,3.8165,923.25,3
10342,455.6,-0.11713,0.054735,3,-50.5,0.67495,923.25,3
10343,455.63,-0.11713,0.054735,4,-63.5,3.8902,923.25,3
10344,456.0,-0.048229,-0.059296,4,-64.5,5.1925,925.25,3
10345,456.25,-0.036746,-0.059296,3,-49.5,4.7461,921.75,3
10346,456.5,-0.059712,-0.025087,4,-63.0,4.3872,922.75,3
10347,456.75,-0.059712,-0.025087,4,-63.0,4.4102,922.75,3
10348,457.0,-0.036746,-0.047893,3,-49.5,5.7371,920.25,3
10349,457.1,-0.036746,-0.047893,4,-63.5,3.6862,920.25,3
10350,457.5,-0.11713,0.043332,4,-64.5,6.0807,924.25,3
10351,457.75,-0.036746,-0.025087,4,-63.5,3.8871,923.25,3
10352,458.0,-0.036746,-0.025087,4,-63.0,4.8014,922.25,3
10353,458.25,-0.036746,-0.025087,4,-65.0,5.1419,925.25,3
10354,459.25,-0.048229,-0.0022806,4,-63.0,5.7141,921.25,3
10355,459.5,-0.048229,-0.0022806,3,-49.5,5.8169,920.25,3
10356,459.75,-0.036746,-0.03649,4,-64.5,2.4176,924.75,3
10357,460.0,-0.036746,-0.047893,3,-49.5,5.4579,920.75,3
10358,460.25,-0.036746,-0.047893,3,-49.5,5.4456,920.75,3
10359,460.35,-0.036746,-0.047893,3,-51.0,3.8748,923.25,3
10360,460.5,-0.048229,-0.047893,4,-63.5,4.8198,922.25,3
10361,461.0,-0.036746,-0.047893,4,-64.0,0.24697,923.75,3
10362,462.0,-0.048229,-0.025087,3,-49.5,5.7724,920.25,3
10363,462.1,-0.048229,-0.025087,3,-49.0,5.7908,920.25,3
10364,462.25,-0.036746,-0.059296,4,-64.5,5.6052,924.75,3
10365,462.5,-0.17454,0.11175,3,-49.5,5.417999999999998,920.75,3
10366,462.75,-0.025263,-0.03649,3,-51.0,3.8442,923.25,3
10367,463.0,-0.036746,-0.047893,3,-50.0,4.4731,922.25,3
10368,463.25,-0.036746,-0.047893,4,-64.0,3.3379,923.75,3
10369,463.75,-0.094162,0.031928,3,-49.5,4.8152,921.75,3
10370,463.83,-0.094162,0.031928,3,-53.5,5.6282,925.75,3
10371,463.88,-0.094162,0.031928,4,-65.5,4.7262,925.75,3
10372,464.5,-0.036746,-0.047893,3,-49.5,5.754,920.25,3
10373,464.75,-0.036746,-0.03649,4,-64.5,6.0239,924.25,3
10374,465.0,-0.036746,-0.03649,4,-63.0,6.274,920.75,3
10375,465.25,-0.036746,-0.03649,3,-51.0,3.8549,923.25,3
10376,465.35,-0.025263,-0.059296,4,-63.5,0.73478,923.25,3
10377,465.5,-0.025263,-0.059296,3,-50.0,4.4393,922.25,3
10378,466.25,-0.048229,-0.013684,4,-65.0,4.7569,925.75,3
10379,466.5,-0.048229,-0.013684,4,-63.5,1.1766,922.75,3
10380,466.75,-0.036746,-0.013684,4,-64.0,0.43258,920.25,3
10381,467.0,-0.036746,-0.013684,4,-64.5,2.4007,924.75,3
10382,467.25,-0.036746,-0.013684,4,-64.0,6.0086,924.25,3
10383,467.35,-0.036746,-0.013684,4,-63.0,3.0833,920.75,3
10384,467.5,-0.036746,-0.03649,4,-64.0,0.67802,923.25,3
10385,468.25,-0.048229,-0.013684,3,-51.5,0.39884,923.75,3
10386,468.35,-0.048229,-0.013684,4,-63.5,0.2347,923.75,3
10387,468.5,-0.048229,-0.013684,3,-49.5,4.809,921.75,3
10388,468.75,-0.048229,0.0091224,4,-65.0,1.6168,925.75,3
10389,469.0,-0.048229,0.0091224,3,-50.0,4.1479,922.75,3
10390,469.13,-0.10565,0.043332,4,-63.0,5.7616,921.25,3
10391,469.25,-0.10565,0.043332,3,-49.0,5.7693,920.25,3
10392,469.5,-0.059712,0.043332,3,-52.0,6.2004,924.75,3
10393,469.75,-0.059712,0.0091224,4,-64.5,6.0163,924.25,3
10394,469.85,-0.059712,0.0091224,3,-50.0,0.74858,920.75,3
10395,470.0,0.21588,-0.070699,1,-61.5,5.4855,923.25,3
10396,470.25,0.21588,-0.070699,1,-58.0,1.0078,922.25,3
10397,470.75,0.37665,0.43103,3,-58.5,0.99862,923.75,1
10398,471.25,0.37665,0.43103,1,-61.0,2.7872,922.75,1
10399,471.75,0.37665,0.43103,4,-64.5,4.832,924.75,1
10400,1.5,1.0197,0.11175,4,-57.5,5.642,923.75,1
10401,2.25,0.99674,0.11175,4,-57.0,0.26231,922.75,1
10402,2.3,0.99674,0.11175,4,-56.5,4.9517,921.25,1
10403,2.5,0.99674,0.11175,4,-56.5,5.9212,920.25,1
10404,3.0,0.99674,0.11175,4,-57.5,4.8888,924.25,1
10405,3.25,0.99674,0.11175,4,-56.0,5.372000000000001,920.75,1
10406,3.325,0.99674,0.11175,4,-57.5,5.8552,923.25,1
10407,3.5,0.99674,0.11175,4,-57.0,0.64427,922.25,1
10408,4.25,0.99674,0.14595999999999998,1,-61.0,0.93113,921.75,1
10409,4.75,0.99674,0.14595999999999998,1,-61.5,4.381,921.25,1
10410,5.0,0.99674,0.14595999999999998,1,-62.0,4.559,924.75,1
10411,5.5,0.99674,0.14595999999999998,4,-56.5,5.2447,920.75,1
10412,6.25,0.92784,0.19157,1,-63.0,0.6995,925.25,1
10413,6.5,0.92784,0.19157,4,-57.0,4.1924,921.75,1
10414,7.0,0.92784,0.19157,1,-61.0,5.9703,922.75,1
10415,7.25,0.92784,0.19157,1,-61.5,0.96641,921.25,1
10416,8.0,0.91636,0.21438,4,-57.5,5.7923,923.25,1
10417,8.25,0.91636,0.21438,4,-57.0,0.65194,922.25,1
10418,8.75,0.91636,0.21438,4,-58.0,5.2662,923.75,1
10419,9.0,0.91636,0.21438,4,-57.0,0.63507,921.75,1
10420,9.25,0.91636,0.21438,1,-62.0,6.1957,925.75,1
10421,9.5,0.91636,0.21438,4,-57.0,1.287,921.25,1
10422,9.75,0.91636,0.21438,4,-56.5,5.5898,920.25,1
10423,10.5,0.98526,0.19157,1,-61.0,5.4809,920.75,1
10424,11.0,0.98526,0.19157,1,-62.5,4.6372,925.25,1
10425,12.0,0.98526,0.19157,4,-57.5,5.8506,921.25,1
10426,13.0,0.98526,0.19157,1,-63.5,6.0638,920.75,1
10427,13.75,0.98526,0.19157,1,-63.0,1.1674,923.75,1
10428,14.5,0.98526,0.19157,4,-58.0,0.43718,921.25,1
10429,15.75,0.93932,0.33981,1,-64.5,4.5437,922.25,1
10430,16.75,0.93932,0.33981,4,-56.5,1.1873,922.75,1
10431,17.0,0.93932,0.33981,4,-57.0,6.2786,921.25,1
10432,17.5,0.93932,0.33981,1,-64.5,0.20555,924.75,1
10433,18.0,0.93932,0.33981,1,-63.0,0.50775,923.25,1
10434,18.75,0.93932,0.33981,1,-60.0,1.6659,921.75,1
10435,20.0,0.97377,0.12315,1,-62.0,6.0117,924.25,1
10436,21.25,0.97377,0.12315,4,-58.0,0.73631,921.75,1
10437,22.0,0.97377,0.12315,4,-57.5,5.3045,920.25,1
10438,23.0,0.97377,0.11175,4,-57.5,0.36816,922.25,1
10439,23.5,0.97377,0.11175,4,-57.5,4.0482,921.75,1
10440,24.5,0.97377,0.11175,3,-62.0,0.15492999999999998,920.25,1
10441,25.0,0.97377,0.11175,1,-58.5,1.1137,920.75,1
10442,25.5,0.97377,0.22578,4,-59.5,0.050621,925.25,1
10443,26.0,0.97377,0.22578,1,-59.5,1.3913,921.75,1
10444,26.725,0.97377,0.22578,4,-58.5,0.53076,921.25,1
10445,27.0,0.97377,0.22578,1,-59.5,2.2734,920.25,1
10446,27.5,0.97377,0.22578,4,-58.0,1.1536,920.75,1
10447,28.0,0.97377,0.22578,4,-58.5,5.8429,922.25,1
10448,29.25,0.93932,0.20297,4,-58.0,0.56911,921.25,1
10449,29.75,0.93932,0.20297,1,-61.0,5.2094,924.25,1
10450,30.25,0.93932,0.20297,1,-60.5,6.1114,923.25,1
10451,30.75,0.93932,0.20297,4,-58.5,0.26384,921.75,1
10452,31.5,0.93932,0.20297,3,-68.0,0.95874,922.75,1
10453,31.75,0.93932,0.20297,4,-57.5,1.7395,920.25,1
10454,32.5,0.93932,0.20297,4,-58.0,1.1259,920.75,1
10455,32.75,0.93932,0.20297,3,-69.0,5.4548,925.25,1
10456,34.25,0.98526,0.12315,3,-68.0,5.0821,920.25,1
10457,35.0,0.98526,0.12315,4,-59.0,4.7661,923.25,1
10458,35.5,0.98526,0.12315,1,-62.0,5.6527,923.75,1
10459,36.25,0.98526,0.12315,1,-60.0,1.781,921.25,1
10460,37.25,0.92784,0.19157,4,-57.5,1.3453,920.75,1
10461,37.75,0.92784,0.19157,1,-61.5,0.71023,922.25,1
10462,38.75,0.92784,0.19157,4,-58.0,3.7935,921.25,1
10463,39.0,0.92784,0.19157,1,-60.5,2.4022,920.25,1
10464,41.0,0.99674,0.12315,4,-59.0,5.5239,922.75,1
10465,42.0,0.99674,0.12315,4,-57.0,1.4343,920.75,1
10466,43.0,0.92784,0.23718000000000006,1,-61.0,1.4665,921.75,1
10467,43.75,0.92784,0.23718000000000006,4,-57.0,1.2855,921.25,1
10468,44.0,0.92784,0.23718000000000006,4,-59.5,4.3964,924.75,1
10469,44.75,0.92784,0.23718000000000006,4,-58.5,5.3306,923.25,1
10470,45.5,0.92784,0.23718000000000006,4,-58.0,0.49548,921.75,1
10471,46.0,0.92784,0.23718000000000006,1,-61.5,0.68109,922.75,1
10472,48.0,0.8819100000000001,0.22578,4,-58.5,0.37276,921.75,1
10473,48.75,0.8819100000000001,0.22578,4,-57.5,5.1649,920.25,1
10474,49.5,0.8819100000000001,0.22578,1,-61.0,5.3091,920.75,1
10475,50.25,0.8819100000000001,0.22578,4,-59.5,4.6081,923.75,1
10476,51.75,0.91636,0.19157,4,-57.5,1.491,920.75,1
10477,52.25,0.91636,0.19157,1,-62.0,6.2433,923.25,1
10478,53.0,0.91636,0.19157,1,-61.0,1.0937,921.75,1
10479,53.5,0.91636,0.19157,4,-57.5,5.1803,920.25,1
10480,54.25,0.91636,0.19157,1,-60.5,2.0586,920.75,1
10481,54.75,0.91636,0.19157,4,-58.5,6.162000000000001,922.25,1
10482,55.25,0.91636,0.19157,3,-69.0,1.06,921.75,1
10483,56.0,0.91636,0.19157,1,-60.0,2.1798,920.25,1
10484,56.75,0.91636,0.19157,4,-58.0,1.4327,920.75,1
10485,58.25,0.97377,0.13456,1,-61.0,6.1497,922.75,1
10486,59.0,0.97377,0.13456,1,-59.5,1.7211,920.75,1
10487,59.5,0.97377,0.13456,1,-60.5,0.39577,922.25,1
10488,60.5,0.97377,0.13456,1,-61.0,0.099709,922.75,1
10489,61.0,0.97377,0.13456,1,-59.0,5.8797,920.25,1
10490,62.0,0.97377,0.13456,3,-61.5,4.8919,922.25,1
10491,62.5,0.97377,0.13456,1,-58.5,1.4189,923.75,1
10492,62.75,0.97377,0.13456,1,-57.5,6.0638,921.75,1
10493,63.0,0.97377,0.13456,1,-59.5,0.8927799999999999,921.25,1
10494,63.75,0.97377,0.13456,3,-69.0,6.0086,924.25,1
10495,64.5,0.97377,0.13456,1,-60.5,0.69489,922.25,1
10496,66.25,0.95081,0.16876,1,-62.0,4.8075,924.25,1
10497,66.75,0.95081,0.16876,4,-59.5,1.4834,923.25,1
10498,67.5,0.95081,0.16876,3,-68.0,0.97101,921.75,1
10499,68.25,0.95081,0.16876,4,-57.5,1.3514,920.25,1
10500,68.75,0.95081,0.16876,3,-66.5,4.8121,920.75,1
10501,69.25,0.95081,0.16876,3,-66.5,0.90505,922.25,1
10502,71.25,0.93932,0.19157,1,-62.0,1.4527,924.25,1
10503,72.25,0.93932,0.19157,1,-61.5,5.0744,923.75,1
10504,73.0,0.93932,0.19157,4,-58.5,0.4019,921.25,1
10505,73.25,0.93932,0.19157,1,-60.5,1.4542,920.25,1
10506,74.0,0.93932,0.19157,4,-59.5,4.9486,923.25,1
10507,74.5,0.93932,0.19157,1,-67.0,1.8623,923.75,1
10508,75.75,0.93932,0.19157,4,-56.5,5.0744,920.25,1
10509,77.0,0.95081,0.21438,4,-57.5,1.3131,923.75,1
10510,77.5,0.95081,0.21438,4,-59.5,5.5653,925.75,1
10511,78.25,0.95081,0.21438,4,-58.0,0.39884,924.75,1
10512,79.25,0.96229,0.22578,4,-58.0,6.2786,925.25,1
10513,80.25,0.91636,0.27139,3,-59.0,0.98635,921.25,1
10514,80.35,0.91636,0.27139,1,-56.0,2.3945,920.25,1
10515,80.5,0.91636,0.27139,4,-57.5,6.2464,920.25,1
10516,80.575,0.91636,0.27139,4,-59.5,1.3545,924.75,1
10517,81.75,1.0197,0.0091224,1,-57.5,0.88664,925.25,1
10518,81.85,1.0197,0.0091224,4,-61.0,1.9988,923.75,1
10519,82.0,1.0197,0.0091224,3,-56.5,6.231,921.75,1
10520,82.5,1.0197,0.0091224,3,-57.5,6.1052,922.75,1
10521,82.6,1.0197,0.0091224,1,-58.0,0.35742,921.25,1
10522,82.75,1.0197,0.0091224,4,-61.0,5.0683,920.25,1
10523,83.5,0.82449,0.12315,3,-56.5,4.1295,920.75,1
10524,83.75,0.82449,0.12315,3,-59.5,5.4809,923.25,1
10525,84.0,0.82449,0.12315,4,-59.0,5.4288,922.25,1
10526,84.5,0.99674,-0.013684,3,-59.0,2.1997,921.75,1
10527,85.0,1.0656,-0.10491,3,-61.5,1.0861,921.25,1
10528,85.5,0.95081,0.10035,1,-57.5,5.3475,924.75,1
10529,86.0,0.95081,0.10035,1,-61.5,5.4456,920.75,1
10530,86.25,0.95081,0.10035,4,-59.5,5.5852,922.25,1
10531,87.0,0.95081,0.10035,1,-58.5,1.3330000000000002,921.75,1
10532,87.5,0.95081,0.10035,1,-58.0,1.4189,921.25,1
10533,88.25,0.97377,0.16876,1,-57.5,1.784,920.75,1
10534,88.5,0.97377,0.16876,1,-58.0,5.935,923.25,1
10535,88.75,0.97377,0.16876,4,-59.0,5.3106,922.25,1
10536,89.25,0.97377,0.16876,1,-58.0,0.34821,921.75,1
10537,89.75,0.97377,0.16876,1,-57.5,5.8383,922.75,1
10538,90.0,0.97377,0.16876,4,-58.5,6.2203,921.25,1
10539,90.75,0.97377,0.16876,1,-58.0,1.8853,920.75,1
10540,91.0,0.97377,0.16876,1,-59.0,6.1911,923.25,1
10541,92.25,1.0197,0.11175,1,-57.5,5.8261,922.75,1
10542,92.75,0.98526,0.16876,3,-68.0,6.0638,924.75,1
10543,93.25,0.98526,0.16876,3,-67.5,5.1312,920.75,1
10544,94.0,0.98526,0.16876,1,-59.5,5.415,923.75,1
10545,94.5,0.98526,0.16876,1,-59.0,6.2188,922.75,1
10546,95.0,0.98526,0.16876,1,-58.0,1.152,921.25,1
10547,95.5,0.96229,0.19157,1,-57.0,5.8567,924.25,1
10548,95.6,0.96229,0.19157,1,-56.5,5.2631,920.75,1
10549,95.75,0.96229,0.19157,1,-57.0,5.9564,923.25,1
10550,96.0,0.96229,0.19157,4,-58.0,5.2293,922.25,1
10551,96.25,0.96229,0.19157,1,-58.5,0.7225,925.25,1
10552,97.25,0.99674,0.20297,1,-58.0,6.1528,922.75,1
10553,97.35,0.99674,0.20297,1,-57.5,1.2548,921.25,1
10554,97.5,0.99674,0.20297,1,-57.5,5.3014,920.25,1
10555,98.0,0.99674,0.20297,1,-58.0,5.1971,924.25,1
10556,98.25,0.99674,0.20297,4,-57.5,1.1305,920.75,1
10557,98.5,0.99674,0.20297,3,-64.0,1.6858,922.25,1
10558,99.5,0.8589399999999999,0.2828,4,-57.0,0.91272,922.75,1
10559,99.75,0.8589399999999999,0.2828,1,-56.5,0.7025600000000001,921.25,1
10560,100.0,0.84746,0.11175,4,-57.0,0.19328,920.25,1
10561,100.25,0.84746,0.11175,1,-57.5,0.8621,924.75,1
10562,100.33,0.84746,0.11175,1,-56.0,1.2916,924.25,1
10563,100.5,0.84746,0.11175,1,-56.5,0.89584,920.75,1
10564,100.75,0.84746,0.11175,1,-55.5,5.1879,923.25,1
10565,101.0,0.8589399999999999,0.21438,4,-57.0,0.5859800000000001,922.25,1
10566,101.28,0.8589399999999999,0.21438,4,-59.0,0.31447,925.25,1
10567,101.38,0.8589399999999999,0.21438,3,-61.0,4.9057,923.75,1
10568,101.75,1.0771,-0.03649,3,-64.0,0.33134,925.75,1
10569,102.0,1.0771,-0.03649,1,-57.5,0.6995,922.75,1
10570,102.25,1.0771,-0.03649,1,-58.5,1.9834,921.25,1
10571,102.5,1.0771,-0.03649,4,-61.0,4.0881,924.75,1
10572,103.5,1.0771,-0.03649,1,-58.5,0.17794,922.25,1
10573,104.5,1.0197,0.031928,3,-67.0,5.7647,921.25,1
10574,104.75,1.0197,0.031928,1,-57.5,4.8704,920.25,1
10575,105.5,0.76708,0.33981,4,-60.0,1.0446,920.75,1
10576,105.75,0.76708,0.33981,4,-60.5,0.2485,922.25,1
10577,106.0,0.76708,0.33981,4,-67.0,6.2142,925.25,1
10578,106.25,0.81301,0.077541,4,-64.5,6.0608,921.75,1
10579,107.0,0.066602,0.0091224,3,-50.0,6.1927,921.25,3
10580,107.5,-0.25493000000000005,0.11175,4,-63.5,5.8736,924.75,3
10581,108.0,-0.41569,-0.0022806,4,-62.5,0.53996,920.75,3
10582,109.0,-0.048229,-0.047893,4,-63.5,5.5745,921.75,3
10583,109.5,-0.036746,-0.093505,4,-63.5,6.0914,921.25,3
10584,109.75,-0.22048,0.16876,4,-65.0,6.1758,924.75,3
10585,110.5,-0.14009000000000002,0.317,4,-67.5,2.7213,922.25,3
10586,111.25,-0.14009000000000002,0.317,4,-68.5,0.041417,921.75,3
10587,112.25,-0.036746,-0.047893,4,-67.5,4.5713,920.25,3
10588,113.5,-0.048229,0.0091224,4,-67.0,1.4603,923.75,3
10589,114.0,-0.048229,0.0091224,3,-57.0,5.9887,925.75,3
10590,114.1,-0.048229,0.0091224,4,-67.5,2.2534,922.75,3
10591,114.25,-0.048229,0.0091224,4,-68.0,0.52769,921.25,3
10592,114.75,-0.048229,0.0091224,4,-68.5,0.65194,924.75,3
10593,115.5,-0.048229,0.08894400000000001,3,-53.5,5.1649,922.25,3
10594,116.0,-0.025263,0.10035,4,-67.5,1.0002,923.75,3
10595,116.25,-0.025263,0.10035,4,-68.0,5.438,925.75,3
10596,117.0,-0.025263,0.066138,4,-66.0,1.0983,920.25,3
10597,118.0,-0.15158,0.21438,4,-68.0,5.846,922.25,3
10598,118.5,-0.15158,0.21438,4,-68.0,6.1804,921.75,3
10599,119.75,-0.094162,0.11175,4,-68.5,1.129,924.25,3
10600,121.53,-0.082679,0.054735,1,-64.0,0.33748,922.75,3
10601,122.0,-0.11713,0.16876,1,-64.0,5.0115,924.75,3
10602,122.5,-0.11713,0.16876,4,-66.0,4.3182,920.75,3
10603,123.5,-0.10565,0.10035,3,-57.0,5.5469,921.75,3
10604,124.25,-0.10565,0.10035,1,-61.0,5.7509,920.25,3
10605,125.25,-0.16305999999999998,0.12315,4,-67.5,2.7336,922.25,3
10606,125.75,-0.16305999999999998,0.12315,4,-67.0,1.4603,923.75,3
10607,127.5,-0.0022966,0.15736,1,-61.5,0.099709,923.25,3
10608,127.75,-0.0022966,0.15736,1,-61.0,4.243,922.25,3
10609,128.25,0.1355,0.066138,4,-68.0,0.55837,921.75,3
10610,129.0,-0.059712,0.21438,3,-57.0,0.474,920.25,3
10611,129.75,-0.0022966,0.22578,4,-68.0,4.0114,920.75,3
10612,130.5,0.032152999999999994,0.24859,4,-65.0,4.4884,923.75,3
10613,131.25,0.12402,0.066138,4,-64.5,5.7171,922.75,3
10614,131.75,0.11254000000000003,0.077541,4,-65.5,1.2993,920.25,3
10615,132.5,0.12402,0.054735,1,-67.5,1.0554,923.25,3
